kappa_type,task,level,run_id,model_a,model_b,kappa,n,interpretation,kappa_sd,n_pairs
intra_model_stability,code,L3,4_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,4_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,4_vs_7,deepseek,deepseek_run7,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,4_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,4_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,4_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,5_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,5_vs_7,deepseek,deepseek_run7,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,5_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,5_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,5_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,6_vs_7,deepseek,deepseek_run7,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,6_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,6_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,6_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,7_vs_8,deepseek,deepseek_run8,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,7_vs_9,deepseek,deepseek_run9,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,7_vs_10,deepseek,deepseek_run10,0.9907,113.0,Almost Perfect,,
intra_model_stability,code,L3,8_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,8_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L3,9_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability_mean,code,L3,mean_of_45_pairs,deepseek,deepseek_all_pairs,0.9963,,Almost Perfect,0.005,45.0
intra_model_stability,theme,L3,1_vs_2,deepseek,deepseek_run2,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_3,deepseek,deepseek_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_7,deepseek,deepseek_run7,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,1_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_3,deepseek,deepseek_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_7,deepseek,deepseek_run7,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,2_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_7,deepseek,deepseek_run7,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,3_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,4_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,4_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,4_vs_7,deepseek,deepseek_run7,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L3,4_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,4_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,4_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,5_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,5_vs_7,deepseek,deepseek_run7,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L3,5_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,5_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,5_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,6_vs_7,deepseek,deepseek_run7,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L3,6_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,6_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,6_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,7_vs_8,deepseek,deepseek_run8,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L3,7_vs_9,deepseek,deepseek_run9,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L3,7_vs_10,deepseek,deepseek_run10,0.9888,113.0,Almost Perfect,,
intra_model_stability,theme,L3,8_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,8_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L3,9_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability_mean,theme,L3,mean_of_45_pairs,deepseek,deepseek_all_pairs,0.9978,,Almost Perfect,0.0045,45.0
intra_model_stability,code,L4,1_vs_2,deepseek,deepseek_run2,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_3,deepseek,deepseek_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,1_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_3,deepseek,deepseek_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,2_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,3_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,4_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,4_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,4_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,4_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,4_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,4_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,5_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,5_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,5_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,5_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,5_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,6_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,6_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,6_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,6_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,7_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,7_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,7_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,8_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,8_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L4,9_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability_mean,code,L4,mean_of_45_pairs,deepseek,deepseek_all_pairs,1.0,,Almost Perfect,0.0,45.0
intra_model_stability,theme,L4,1_vs_2,deepseek,deepseek_run2,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_3,deepseek,deepseek_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,1_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_3,deepseek,deepseek_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,2_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,3_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,4_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,4_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,4_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,4_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,4_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,4_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,5_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,5_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,5_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,5_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,5_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,6_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,6_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,6_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,6_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,7_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,7_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,7_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,8_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,8_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L4,9_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability_mean,theme,L4,mean_of_45_pairs,deepseek,deepseek_all_pairs,1.0,,Almost Perfect,0.0,45.0
intra_model_stability,code,L5,1_vs_2,deepseek,deepseek_run2,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_3,deepseek,deepseek_run3,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_4,deepseek,deepseek_run4,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_5,deepseek,deepseek_run5,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_6,deepseek,deepseek_run6,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_7,deepseek,deepseek_run7,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_8,deepseek,deepseek_run8,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_9,deepseek,deepseek_run9,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L5,1_vs_10,deepseek,deepseek_run10,0.9814,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_3,deepseek,deepseek_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,2_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,3_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,4_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,4_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,4_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,4_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,4_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,4_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,5_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,5_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,5_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,5_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,5_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,6_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,6_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,6_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,6_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,7_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,7_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,7_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,8_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,8_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,code,L5,9_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability_mean,code,L5,mean_of_45_pairs,deepseek,deepseek_all_pairs,0.9963,,Almost Perfect,0.0075,45.0
intra_model_stability,theme,L5,1_vs_2,deepseek,deepseek_run2,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_3,deepseek,deepseek_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,1_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_3,deepseek,deepseek_run3,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,2_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_4,deepseek,deepseek_run4,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,3_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,4_vs_5,deepseek,deepseek_run5,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,4_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,4_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,4_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,4_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,4_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,5_vs_6,deepseek,deepseek_run6,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,5_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,5_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,5_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,5_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,6_vs_7,deepseek,deepseek_run7,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,6_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,6_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,6_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,7_vs_8,deepseek,deepseek_run8,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,7_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,7_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,8_vs_9,deepseek,deepseek_run9,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,8_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability,theme,L5,9_vs_10,deepseek,deepseek_run10,1.0,113.0,Almost Perfect,,
intra_model_stability_mean,theme,L5,mean_of_45_pairs,deepseek,deepseek_all_pairs,1.0,,Almost Perfect,0.0,45.0
intra_model_stability,code,L1,1_vs_2,openai,openai_run2,0.9425,113.0,Almost Perfect,,
intra_model_stability,code,L1,1_vs_3,openai,openai_run3,0.9426,113.0,Almost Perfect,,
intra_model_stability,code,L1,1_vs_4,openai,openai_run4,0.905,113.0,Almost Perfect,,
intra_model_stability,code,L1,1_vs_5,openai,openai_run5,0.9615,113.0,Almost Perfect,,
intra_model_stability,code,L1,1_vs_6,openai,openai_run6,0.9712,113.0,Almost Perfect,,
intra_model_stability,code,L1,1_vs_7,openai,openai_run7,0.9616,113.0,Almost Perfect,,
intra_model_stability,code,L1,1_vs_8,openai,openai_run8,0.9426,113.0,Almost Perfect,,
intra_model_stability,code,L1,1_vs_9,openai,openai_run9,0.9228,113.0,Almost Perfect,,
intra_model_stability,code,L1,1_vs_10,openai,openai_run10,0.9524,113.0,Almost Perfect,,
intra_model_stability,code,L1,2_vs_3,openai,openai_run3,0.9426,113.0,Almost Perfect,,
intra_model_stability,code,L1,2_vs_4,openai,openai_run4,0.9145,113.0,Almost Perfect,,
intra_model_stability,code,L1,2_vs_5,openai,openai_run5,0.9615,113.0,Almost Perfect,,
intra_model_stability,code,L1,2_vs_6,openai,openai_run6,0.952,113.0,Almost Perfect,,
intra_model_stability,code,L1,2_vs_7,openai,openai_run7,0.9521,113.0,Almost Perfect,,
intra_model_stability,code,L1,2_vs_8,openai,openai_run8,0.9522,113.0,Almost Perfect,,
intra_model_stability,code,L1,2_vs_9,openai,openai_run9,0.9228,113.0,Almost Perfect,,
intra_model_stability,code,L1,2_vs_10,openai,openai_run10,0.9619,113.0,Almost Perfect,,
